"age1","age2","age3","minAIC","AIC"
-448.815949815082,-447.351613750879,-445.352042710088,-448.815949815082,1
-412.318619465148,-412.116446216929,-410.158106525187,-412.318619465148,1
-440.535039023071,-447.693907611702,-445.722631961711,-447.693907611702,2
-461.582271469657,-460.262350002416,-459.040306319701,-461.582271469657,1
-498.749617192202,-506.95241970517,-505.245436481821,-506.95241970517,2
-559.103157035827,-558.215314547666,-563.610346153993,-563.610346153993,3
-542.872601490915,-545.015916503237,-543.075843540076,-545.015916503237,2
-496.389896504174,-498.923257605142,-496.928037398024,-498.923257605142,2
-507.020870791667,-515.308112178554,-513.50433529512,-515.308112178554,2
-501.922720321568,-505.124767331049,-505.271883055325,-505.271883055325,3
-499.840356897488,-510.420865803662,-510.231980569891,-510.420865803662,2
-517.570085843135,-546.675317674974,-545.039288495516,-546.675317674974,2
-499.375556912767,-507.044748005413,-505.314685096754,-507.044748005413,2
-498.577481377715,-503.019038226766,-501.444097200117,-503.019038226766,2
-528.422131105743,-535.066733351043,-533.118950097914,-535.066733351043,2
-513.013850544857,-526.634848932168,-524.647154809012,-526.634848932168,2
-464.849845864571,-465.301014976496,-463.618114365971,-465.301014976496,2
-489.170545430741,-505.132560268556,-504.535892423932,-505.132560268556,2
-488.337776671325,-502.627550903763,-501.685648851223,-502.627550903763,2
-376.72969093383,-375.297652613863,-374.269532104705,-376.72969093383,1
-489.736791171488,-497.382732429096,-495.466866648877,-497.382732429096,2
-473.517955680158,-490.636981744976,-488.686254649039,-490.636981744976,2
-501.279041591846,-518.671239948705,-517.231775713563,-518.671239948705,2
-511.9677394784,-523.749055195568,-521.780662497062,-523.749055195568,2
-501.906615498521,-516.931426434728,-514.966618182279,-516.931426434728,2
-500.410550628777,-508.091219394925,-506.716964803836,-508.091219394925,2
-530.351488068835,-530.025030903637,-528.920260758496,-530.351488068835,1
-446.512852694315,-445.016700452039,-444.66488332191,-446.512852694315,1
-495.213960621031,-496.215236905287,-497.80984779963,-497.80984779963,3
-502.805053866465,-502.182181804547,-500.182209246227,-502.805053866465,1
-467.212387225566,-468.424730871756,-467.47737738734,-468.424730871756,2
-518.421436695052,-529.75355598461,-527.778220374017,-529.75355598461,2
-540.161800134539,-552.254867494374,-550.267276029089,-552.254867494374,2
-498.515259891774,-505.425199531794,-505.231192807797,-505.425199531794,2
-503.26710717971,-513.484550974422,-511.658278655215,-513.484550974422,2
-519.006103351075,-535.95709031122,-534.533340465047,-535.95709031122,2
-509.574045860403,-524.084863442505,-524.004514291296,-524.084863442505,2
-522.281694072498,-540.04182434244,-538.06467388477,-540.04182434244,2
-537.455653059844,-539.415810181033,-538.375643245526,-539.415810181033,2
-524.043395262778,-532.195848590335,-530.400628532667,-532.195848590335,2
-517.172803842351,-515.599689391648,-516.13250212763,-517.172803842351,1
-536.184745420562,-538.262969138588,-539.75919041604,-539.75919041604,3
-523.952136322524,-524.600486925945,-523.917858765375,-524.600486925945,2
-530.042529944694,-531.151957775787,-529.169356314445,-531.151957775787,2
-532.501339061624,-532.026374978736,-530.069076374254,-532.501339061624,1
-494.127126849285,-504.722785633431,-503.710822314228,-504.722785633431,2
-492.675608705102,-507.752713503467,-509.638056841075,-509.638056841075,3
-509.379276969191,-516.659980499104,-515.820181854135,-516.659980499104,2
-528.424176627133,-527.145811930849,-525.338974493953,-528.424176627133,1
-521.104394493485,-520.537357241005,-518.559963842053,-521.104394493485,1
-514.19987392458,-527.130436761248,-527.350955580791,-527.350955580791,3
-505.213434813395,-522.254623868821,-522.203780755695,-522.254623868821,2
-514.221999137462,-517.455155726444,-516.388032765951,-517.455155726444,2
-520.987383924812,-521.921668969534,-522.102436161734,-522.102436161734,3
-551.809176936623,-561.114366484639,-561.830956451336,-561.830956451336,3
-527.46533102428,-534.143732237519,-537.369097177076,-537.369097177076,3
-543.331514065925,-549.375004528205,-550.408306740189,-550.408306740189,3
-515.181348780622,-517.811123577743,-524.973386546635,-524.973386546635,3
-523.788061060265,-527.044457349948,-529.612054760223,-529.612054760223,3
-516.33852482894,-520.21654625122,-519.221333673422,-520.21654625122,2
-513.202187730265,-521.457562686239,-521.486463467315,-521.486463467315,3
-518.983087466853,-523.455765965881,-526.787982883661,-526.787982883661,3
-534.203836009811,-538.583048627618,-541.903897225125,-541.903897225125,3
-524.398282571775,-532.522727504546,-532.307901025168,-532.522727504546,2
-489.179397616352,-490.75787762316,-488.769035239653,-490.75787762316,2
-503.755950537931,-509.381019662474,-507.392216769163,-509.381019662474,2
-532.218243876386,-534.544418752742,-532.671085433748,-534.544418752742,2
-512.43224507364,-524.976232449141,-524.389218423089,-524.976232449141,2
-519.266996363228,-528.880973827881,-528.023759612983,-528.880973827881,2
-521.053252780917,-525.320284868398,-524.443109254556,-525.320284868398,2
-522.618534285068,-523.048098472617,-524.068048879495,-524.068048879495,3
-468.512787701586,-471.736764895792,-470.881361211419,-471.736764895792,2
-498.688222330273,-500.251989018531,-499.247714811741,-500.251989018531,2
-536.349341118657,-544.40406236572,-542.432969491801,-544.40406236572,2
-525.414817678537,-527.862129258921,-525.865656670176,-527.862129258921,2
-520.990535858383,-525.209645076057,-523.264453258928,-525.209645076057,2
-529.163325082679,-536.529485408182,-534.559355624281,-536.529485408182,2
-502.962592031203,-510.104651153894,-508.334735747634,-510.104651153894,2
-553.072664699678,-562.659144988266,-561.523759476044,-562.659144988266,2
-492.977785249689,-498.624889538852,-499.220672106544,-499.220672106544,3
-528.034637897365,-534.163619884102,-536.067583795046,-536.067583795046,3
-538.514155658375,-543.953577198855,-542.508146782714,-543.953577198855,2
-519.453769571455,-525.63915512925,-526.147673579161,-526.147673579161,3
-533.804833888188,-538.519424258358,-544.312442360913,-544.312442360913,3
-501.406856177491,-507.400318910436,-510.27168001758,-510.27168001758,3
-492.440635976884,-498.318153369322,-502.791216250282,-502.791216250282,3
-503.869233081541,-506.826736873906,-505.245546046747,-506.826736873906,2
-517.117381831708,-525.937912627756,-524.145521590614,-525.937912627756,2
-590.008899190444,-599.418140506527,-597.971989193037,-599.418140506527,2
-533.114556885893,-541.779539597281,-541.413495767058,-541.779539597281,2
-499.472645608804,-504.420864212439,-503.13938989966,-504.420864212439,2
-502.617616167265,-513.837622133585,-511.902483375139,-513.837622133585,2
-506.018649099877,-511.153113883821,-509.287672247303,-511.153113883821,2
-509.699242856846,-513.38833060858,-514.56337452988,-514.56337452988,3
-494.252948071853,-499.538099085065,-501.893942588049,-501.893942588049,3
-531.130460341497,-535.134990685337,-535.923575932728,-535.923575932728,3
-513.853524976191,-516.635058762079,-515.972996908995,-516.635058762079,2
-500.657285215236,-504.838780865236,-503.29906319356,-504.838780865236,2
-464.375659972652,-464.22622437298,-462.92624735642,-464.375659972652,1
-475.959750869346,-479.25637952704,-477.615209617722,-479.25637952704,2
-546.720515392688,-548.368656631745,-546.639367808378,-548.368656631745,2
-500.012885278662,-499.61333338721,-497.977390609838,-500.012885278662,1
-512.88578625917,-511.918935309539,-509.975740487327,-512.88578625917,1
-554.302401948793,-553.796407217012,-551.983301237881,-554.302401948793,1
-539.694938324714,-538.866158959022,-536.869978035881,-539.694938324714,1
-501.841780078581,-500.18394810354,-498.203736447526,-501.841780078581,1
-512.64950984137,-510.721203652187,-509.033357082179,-512.64950984137,1
-476.159385507846,-478.161251853846,-479.605568875117,-479.605568875117,3
-487.654039241721,-486.038635428475,-484.496838566015,-487.654039241721,1
-502.088947513613,-504.151180398094,-502.303266548312,-504.151180398094,2
-521.963003607542,-530.711975734847,-528.742470848209,-530.711975734847,2
-525.644009931117,-524.773617389624,-522.82204147409,-525.644009931117,1
-549.819755263796,-564.284106870798,-562.28498519761,-564.284106870798,2
-506.126562758334,-523.986980722039,-527.207306608628,-527.207306608628,3
-570.718880145382,-575.313639545083,-576.428536971292,-576.428536971292,3
-571.141221215727,-572.889644453091,-574.058775896025,-574.058775896025,3
-552.949585006909,-552.770016031327,-551.349472138508,-552.949585006909,1
-521.718467892373,-526.604152135282,-525.411118380729,-526.604152135282,2
-534.346715589058,-546.667460450352,-545.636382103003,-546.667460450352,2
-501.642443266011,-509.7158217547,-509.524063433029,-509.7158217547,2
-532.411161380698,-536.066250382521,-534.162426907806,-536.066250382521,2
-525.525905738067,-525.424676691729,-524.208492471867,-525.525905738067,1
-515.124718965129,-523.41814706798,-521.898466194133,-523.41814706798,2
-483.976625635653,-489.62315512652,-488.966703693018,-489.62315512652,2
-515.853894852084,-519.180663286303,-517.820594093945,-519.180663286303,2
-496.794528733468,-510.985744548528,-510.635086913054,-510.985744548528,2
-516.7365040635,-535.381210100037,-535.183430294051,-535.381210100037,2
-485.537018159292,-484.482225356205,-482.519103898047,-485.537018159292,1
-519.12707555708,-517.161836102344,-516.34649655711,-519.12707555708,1
-528.815705223802,-530.204925879344,-528.329076377816,-530.204925879344,2
-514.920161000992,-513.563605899303,-512.628603006537,-514.920161000992,1
-497.713518764288,-495.908019835949,-496.092101738254,-497.713518764288,1
-518.783152272791,-517.666082531713,-516.475954703067,-518.783152272791,1
-475.105909958236,-473.135921929213,-472.168044385791,-475.105909958236,1
-486.982118975529,-496.682021243052,-494.688949178999,-496.682021243052,2
-497.719244842197,-505.017245114211,-504.691457838068,-505.017245114211,2
-515.28793893708,-525.521346254991,-532.165549508138,-532.165549508138,3
-510.739191714626,-526.590622072182,-527.692198206544,-527.692198206544,3
-493.063148050531,-510.3484832854,-509.465479989526,-510.3484832854,2
-481.574393011985,-507.182524501251,-508.286810534607,-508.286810534607,3
-483.13942207999,-503.722615976018,-502.319127990649,-503.722615976018,2
-503.599000186683,-501.985763971381,-500.258836352191,-503.599000186683,1
-516.54728597678,-514.649675994153,-512.805395384745,-516.54728597678,1
-504.639273081973,-509.089194970841,-507.162957674135,-509.089194970841,2
-495.089225348498,-500.224590262432,-499.383481469706,-500.224590262432,2
-498.699990511532,-501.542628171062,-501.005879984824,-501.542628171062,2
