"age1","age2","age3","minAIC","AIC"
-102.895662554703,-101.355457019278,-99.5240745564008,-102.895662554703,1
-45.730975974402,-48.4987299286497,-47.15929461352,-48.4987299286497,2
-149.405596298393,-148.179991964166,-147.470187945296,-149.405596298393,1
-101.268918603198,-102.940890390101,-101.301231848076,-102.940890390101,2
-145.564146780205,-143.571083721967,-143.305032420328,-145.564146780205,1
-173.214611704437,-171.277252062706,-178.166951133114,-178.166951133114,3
-128.058604684075,-126.496781018117,-124.806810799764,-128.058604684075,1
-77.1058197823595,-75.4910543987102,-73.6165614336971,-77.1058197823595,1
-70.5214443444068,-69.3443311480814,-69.6601274804948,-70.5214443444068,1
-51.6401461482152,-50.4276525852606,-49.2664868027872,-51.6401461482152,1
-0.419018649702984,1.16437654550772,2.39342440021569,-0.419018649702984,1
-109.856995268314,-108.513048078219,-107.127603315547,-109.856995268314,1
-23.1247989234538,-22.0158390691697,-21.8835126400665,-23.1247989234538,1
-142.8168862991,-141.561115855865,-139.594008690476,-142.8168862991,1
-74.0738526670734,-72.2022174453032,-71.4632984145654,-74.0738526670734,1
-81.6653505980193,-81.8229730771252,-81.7760770558733,-81.8229730771252,2
-116.325273942019,-115.909636091769,-114.265648350121,-116.325273942019,1
-77.4811830593019,-76.6667096259354,-78.1751931175226,-78.1751931175226,3
-91.4414901499805,-94.0979445013124,-92.5064270487113,-94.0979445013124,2
-114.030221153988,-112.095516386685,-110.218622973656,-114.030221153988,1
-92.4780738109116,-91.0711744621699,-90.5095138289415,-92.4780738109116,1
-2.16997138648264,-0.193770127927905,1.70544897337172,-2.16997138648264,1
-540.760601259234,-539.918868857794,-538.445678165368,-540.760601259234,1
-509.463836229572,-508.498263778942,-506.863994534651,-509.463836229572,1
-240.06895487888,-238.288873762676,-236.332696231891,-240.06895487888,1
-191.977902211504,-190.963068706911,-190.135652280559,-191.977902211504,1
-158.131854691142,-158.288023959568,-156.509005102244,-158.288023959568,2
-182.072985791199,-181.71384640955,-182.836726757444,-182.836726757444,3
-95.7851594231192,-93.958104379137,-91.9705522098418,-95.7851594231192,1
-170.407218729775,-172.239806041219,-170.440882033011,-172.239806041219,2
-161.140175849357,-162.112643691993,-160.537706685802,-162.112643691993,2
-157.690263660804,-160.865880465483,-160.360234889997,-160.865880465483,2
-163.106933124409,-166.335591362037,-165.172308376952,-166.335591362037,2
-145.571392772667,-149.284646433274,-149.240407335795,-149.284646433274,2
-110.552394477567,-108.974022614286,-107.11115730204,-110.552394477567,1
-107.123009356143,-105.862420087526,-103.972983551678,-107.123009356143,1
-136.99957268058,-137.130998281707,-138.593322779144,-138.593322779144,3
-127.295591777803,-126.349607799732,-124.350114841952,-127.295591777803,1
-124.593747752366,-122.916670313929,-121.080676967059,-124.593747752366,1
-145.12775983158,-145.396450563744,-143.886800976492,-145.396450563744,2
-159.036054029096,-159.335041497444,-158.766045150186,-159.335041497444,2
-127.864272656474,-127.112004727052,-126.346635728804,-127.864272656474,1
-158.721918624753,-158.720432309821,-158.659656087408,-158.721918624753,1
-145.451418671713,-145.187053021778,-143.854644154237,-145.451418671713,1
-142.637258329339,-145.433430826766,-143.485943928636,-145.433430826766,2
-147.898187484182,-147.678060033566,-148.797552295227,-148.797552295227,3
-139.260326409177,-138.892375686082,-138.308169843561,-139.260326409177,1
-168.803204542856,-171.693685488288,-173.831681318066,-173.831681318066,3
-132.312069599984,-132.906564704607,-130.906640112429,-132.906564704607,2
-154.225733325907,-155.868046898623,-154.070232325065,-155.868046898623,2
-177.201507526771,-179.660667748178,-181.841575980734,-181.841575980734,3
-179.091665500725,-182.4813070173,-182.14289445121,-182.4813070173,2
-158.45736970759,-160.381365766447,-158.458563351457,-160.381365766447,2
-163.532592617259,-165.153952937413,-163.998324084644,-165.153952937413,2
-157.471482158335,-158.7156118075,-158.342145891943,-158.7156118075,2
-169.976599186864,-168.472546757622,-166.550414749932,-169.976599186864,1
